movie_id,predictions
29049575,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8665259,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
22829,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9141521,1 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
1307956,1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3177319,0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0
22457596,1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0
33743642,1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
8094606,1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
3098782,1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
17991914,0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1
32136365,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8204853,0 1 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0
15842654,0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2155517,0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0
24228496,0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
16673820,0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
9537791,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7537280,0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
29549727,1 0 0 0 1 1 0 1 0 0 1 0 0 0 0 0 1 0 0 0
25958067,1 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 1
9307052,0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0
6788669,1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
23805662,0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0
35131808,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
35030681,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
19896950,1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0
24355979,0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0
1376896,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11192132,0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
13005847,1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
1740764,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
32496356,0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0
3790121,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1906889,1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
7443928,1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
20645464,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0
26906212,0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1
6639909,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
15508824,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11937252,0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
7906,0 0 0 0 1 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0
11842746,0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
27923824,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
9495654,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
32826498,0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
1141596,0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
14136794,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2762659,1 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0
32038154,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
15127637,1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9119884,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
859241,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1475914,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
32874019,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
512161,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14242470,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6942838,1 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0
633832,1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
23925754,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3589259,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5579906,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8377856,0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0
491757,0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0
133688,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
74868,1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
20580166,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7520304,1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
15340311,1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
18728031,1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
11488122,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
31705653,1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
26549866,0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4246026,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3952475,1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2711162,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8905156,0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
35990410,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
15292916,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
66870,1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
19685467,0 1 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0
33280938,0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1
9074501,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
34907074,0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
19918475,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
177735,1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4142291,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
20329270,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1405743,1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
6426786,0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
35412577,1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0
29616483,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14261075,0 1 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0
23607760,0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
32340407,0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
1166518,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9644100,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
22634826,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
3466113,1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
12857448,0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0
33594947,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
23975295,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
7090669,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2648856,1 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0
17753400,0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
32199706,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
15462142,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2206566,0 1 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0
35785586,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
32204201,0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9266932,0 0 0 1 1 0 0 1 0 0 1 1 0 0 0 0 0 1 0 0
16648109,1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
15105645,1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
10479762,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12835554,1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12378414,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2377695,1 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0
14359104,1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7351154,0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3237559,0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0
5454380,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25345231,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
31496522,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
34270681,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1012964,0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
10640523,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25225244,0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
11604193,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
24551073,1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
23681959,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7209996,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4471231,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
13184696,0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0
29585621,0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0
2430019,1 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
34354688,0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
34972884,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
476640,1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0
14814612,0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
26322280,1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
25947431,0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
12710627,1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
11624498,0 0 0 1 1 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0
17216587,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2270205,1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
770239,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
28145330,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8312297,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9985510,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4105119,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2162986,1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
565879,0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0
19344803,1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
27459449,1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
29641798,0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
32898123,1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
8982202,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
26990345,1 0 0 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0
34037650,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8357964,0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0
18884961,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
957322,0 0 0 1 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0
5471678,1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20000224,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4531990,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
3933604,0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
6969487,0 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0
22574837,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2393998,0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0
11948988,0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0
6156372,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
12897402,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
29129012,1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
32172995,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
13572405,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
228496,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
32648655,1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0
35484229,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2488992,0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2738256,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
930379,1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1287132,0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0
19189562,1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
9129800,1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
3733842,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
775536,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
14988233,1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
5735742,0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0
34014272,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
24173081,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
31976092,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
14640866,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12097185,1 0 0 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0
950245,0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1
9235373,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
29081296,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5631382,1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4317586,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5721992,0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0
21670911,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7060387,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2951878,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1354757,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
1934977,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8094113,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
29830825,1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20072112,1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2071781,1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7645983,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10793784,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
17123071,0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
21855963,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
490623,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1693905,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10801856,1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
28671081,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1506586,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
22839891,1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
13505565,1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
61070,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1371113,1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1
30221797,1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
28616959,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
13902330,0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
31523947,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
25169565,1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
12252309,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9503710,1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0
8827343,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12897573,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
13757894,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9470913,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3920193,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
11958595,1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
4627909,1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
19369265,0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0
28687847,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14414193,1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
25746124,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
12777147,1 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0
12171112,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
21057974,0 1 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0
29768643,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
462452,1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
14509186,0 0 0 1 1 1 1 0 0 0 1 1 0 0 0 1 0 1 0 0
34532238,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
26442677,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
3231227,1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
2111318,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
26382063,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12688359,1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
3825963,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
15559251,0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0
5179763,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
685981,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3906643,0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
8681206,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
19289750,1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
22059252,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12005853,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
18070985,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2761219,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5472338,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
7585416,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
31403303,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
22281870,0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0
16771910,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2913859,0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
12573497,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20193934,0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1
5541680,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
11438787,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
